tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy,pg_vacancy,n1_vacancy,n2_vacancy,k1_vacancy,k2_vacancy,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks
"na","PT6770","LITTLE TREE HOUSE LLP","PT","Private Operators","CC","63861211","cindy.low@littletreehouse.com.sg","70,JALAN NAUNG,MIRAMAR GARDENS,537731","537731","http://www.littletreehouse.com.sg","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT9516","KINDERLAND PRESCHOOL","PT","Private Operators","CC","62882979","KESHGPS@KINDERLAND.COM.SG","587,UPPER SERANGOON ROAD,CRESTAR BUILDING,534564","534564","https://kinderland.com.sg/","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","na","na","No","No","Yes","Yes","2020-06-22","na"
"na","PT1330","KINDERLAND PRESCHOOL","PT","Private Operators","CC","62871841","melissaang@kinderland.com.sg","202,HOUGANG STREET 21,#03-00,530202","530202","www.kinderland.com.sg","Immediate","Within 1 Year","Immediate","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-06-22","na"
"na","RC1719","KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE","RC","Not-for-Profit Organisation","CC","64898670","BUANGKOK.CHC@MERCULEARNING.COM","979C,BUANGKOK CRESCENT,#01-105,533979","533979","na","Within 1 Year","More than 1 Year","Immediate","Immediate","Immediate","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:30","07:00-14:00","Partner Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","PT6020","JUNIOR PLAYWORLD CHILD CARE & DEVELOPMENT CENTRE","PT","Private Operators","CC","62817865","jpccdc@singnet.com.sg","2 / 4,JALAN LYE KWEE,537822","537822","na","na","na","na","na","na","na","na","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT8662","JUNIOR CHAMPS EDUCAMPUS PTE. LTD.","PT","Private Operators","CC","63866100","enquiry.hg@juniorchamps.com.sg","21,HOUGANG STREET 51,#02-11,HOUGANG GREEN SHOPPING MALL,538719","538719","www.juniorchamps.com.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","PT9363","JUNIOR CHAMPS EDUCAMPUS PTE LTD","PT","Private Operators","CC","63866200","ENQUIRY.TS@JUNIORCHAMPS.COM.SG","18,TAI SENG STREET,#02-02,18 TAI SENG,539775","539775","www.juniorchamps.com.sg","na","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","PT8457","JUNIOR CHAMPS @ KOVAN PTE. LTD.","PT","Private Operators","CC","62841600","enquiry.kv@juniorchamps.com.sg","205,HOUGANG STREET 21,#04-00,HEARTLAND MALL- KOVAN,530205","530205","www.juniorchamps.com.sg","na","Immediate","Immediate","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","No","2020-06-22","na"
"na","PT6510","ELFA PRESCHOOL","PT","Private Operators","CC","68589620","elfats@crestar.com.sg","587,Upper Serangoon Road,534564","534564","www.elfa.edu.sg","Immediate","Immediate","Immediate","na","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-06-22","na"
"na","PT8420","CHERIE HEARTS LITTLE PLAY HOUSE PTE LTD","PT","Private Operators","CC","62888261","andy.ng@CHERIEHEARTS.SG","30,Tai Seng Street,#02-12,Breadtalk IHQ,534013","534013","www.cheriehearts.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay|Tamil","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT8509","CARPE DIEM MI SCHOOLHOUSE PTE. LTD.","PT","Private Operators","CC","63854011","HG@CARPEDIEM.COM.SG","954,HOUGANG AVENUE 9,#01-536,530954","530954","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","na","Partner Operator Scheme","No","No","Yes","No","2020-06-22","na"
"na","PT9532","CAMBRIDGE@KINGSFORD WATERBAY PTE LTD","PT","Private Operators","CC","69043961","KINGSFORD@CAMBRIDGE.SCHOOL","50,UPPER SERANGOON VIEW,#01-01,KINGSFORD WATERBAY,533893","533893","na","Immediate","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","na","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT8369","ACEKIDZ CREATIVE EDUCARE","PT","Private Operators","CC","67266311","hougang@acekidz.sg","924,HOUGANG AVENUE 9,#01-60,530924","530924","na","Within 1 Year","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT8885","STAR LEARNERS @ SEMBAWANG WAY PTE. LTD.","PT","Private Operators","CC","62500173","mengwei.tan@starlearners.com.sg","355,SEMBAWANG WAY,#02-02,750355","750355","www.starlearners.com.sg","na","Within 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","PT9326","STAR LEARNERS @ GAMBAS PTE LTD","PT","Private Operators","CC","62500173","MENGWEI.TAN@STARLEARNERS.COM.SG","7,GAMBAS CRESCENT,#01-18,ARK@GAMBAS,757087","757087","https://starlearners.com.sg/","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","Yes","Yes","No","2020-06-22","na"
"na","PT9282","SPRING BUDS LEARNING CAMPUS PTE LTD","PT","Private Operators","CC","62052139","springbudskids@gmail.com","878A,SEMBAWANG ROAD,SEMBAWANG SQUARE ESTATE,758467","758467","na","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT9427","SMILING STAR EDUHUB PTE LTD","PT","Private Operators","CC","62571101","JIMMY.NEW@SMILINGSTAR.COM.SG","3A,GAMBAS CRESCENT,NORDCOM ONE,757089","757089","na","Immediate","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","SK0015","SKOOL4KIDZ CENTRE (DS)","SK","Skool4Kidz Pte Ltd","DS","69500307","PARDIWALLACHRISTINA@SKOOL4KIDZ.COM.SG","128B,CANBERRA STREET,#01-530,EASTCROWN @ CANBERRA,752128","752128","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","No","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","SK0016","SKOOL4KIDZ CENTRE","SK","Skool4Kidz Pte Ltd","CC","69500309","SBSB@SKOOL4KIDZ.COM.SG","365,SEMBAWANG CRESCENT,#01-11,MULTI STOREY CAR PARK,750365","750365","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","PT9476","SAIL PLAYHOUSE PTE LTD","PT","Private Operators","CC","68160166","ENQUIRIES@SAILPLAYHOUSE.COM","6,GAMBAS CRESCENT,NORDCOM TWO,757046","757046","www.sailplayhouse.com","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-06-22","na"
"na","PT8933","PAT'S SCHOOLHOUSE PTE. LTD.","PT","Private Operators","CC","67584883","jerineang@patschoolhouse.com","249,SEMBAWANG ROAD,SEMBAWANG COUNTRY CLUB,758352","758352","na","na","na","na","na","na","na","No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources)","na","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-06-22","na"
"na","NT0556","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","604,SEMBAWANG ROAD,#02-31,SEMBAWANG SHOPPING CENTRE,758459","758459","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","NT0430","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","507A,WELLINGTON CIRCLE,#01-146,751507","751507","WWW.MYFIRSTSKOOL.COM","More than 1 Year","Immediate","Immediate","More than 1 Year","Immediate","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","NT0541","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","303,CANBERRA ROAD,#01-29,750303","750303","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","PT9505","MINDCHAMPS PRESCHOOL @ NORDCOM II PTE. LIMITED","PT","Private Operators","CC","69046026","sg.psnordcom2.principal@mindchamps.org","2,GAMBAS CRESCENT,#01-26,NORDCOM TWO,757044","757044","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","Yes","2020-06-22","na"
"na","PT8643","LITTLE TREE HOUSE @ SEMBAWANG LLP","PT","Private Operators","CC","64841211","tricia@littletreehouse.com.sg","558A,SEMBAWANG ROAD,SEMBAWANG SPRINGS ESTATE,758419","758419","www.littletreehouse.com.sg","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT9462","KIDS EVERLAND HOUSE PTE. LTD.","PT","Private Operators","CC","65131835","KIDSEVERLANDHOUSE@GMAIL.COM","50,GAMBAS CRESCENT,#01-25,PROXIMA@GAMBAS,757022","757022","na","na","na","na","na","na","na","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT1270","HIS LITTLE KINGDOM CHILD CARE & DEVELOPMENT CENTRE","PT","Private Operators","CC","67551077","admin@hislittlekingdom.com","64,JALAN LENGKOK SEMBAWANG,759245","759245","www.hislittlekingdom.com","na","na","na","na","na","na","na","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-22","na"
"na","PT8518","GREENTREE MONTESSORI CHILDREN HUB PTE. LTD.","PT","Private Operators","CC","91591322","greentreemontessori@gmail.com","45,JALAN MATA AYER,SEMBAWANG PARK,759130","759130","www.greentreemontessori.com","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","Vegetarian","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-06-22","na"
"na","PT8377","CHERIE HEARTS NURTURE COTTAGE PTE. LTD.","PT","Private Operators","CC","64811396","eliza.low@cheriehearts.sg","19,JALAN MATA AYER,SEMBAWANG PARK,759100","759100","na","Immediate","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:30","na","na","No","Yes","Yes","No","2020-06-22","na"
"na","PT8867","CARPE DIEM KIDZ PLAYHOUSE PTE. LTD.","PT","Private Operators","CC","62578422","sb@carpediem.com.sg","259,CANADA ROAD,759791","759791","www.carpediem.com.sg","na","Within 1 Year","Within 1 Year","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","PT9471","CARPE DIEM @ NORDCOM PTE LTD","PT","Private Operators","CC","68167731","KIAHHUI@CARPEDIEM.COM.SG","3,GAMBAS CRESCENT,#01-04,NORDCOM ONE,757088","757088","na","na","Immediate","Immediate","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","Yes","Yes","Yes","2020-06-22","na"
"na","PT9385","CANBERRA PRESCHOOL PTE LTD","PT","Private Operators","CC","69002271","ESTHER@CANBERRAPRESCHOOL.COM.SG","3,GAMBAS CRESCENT,#01-03,NORDCOM ONE,757088","757088","www.canberrrapreschool.com.sg","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-06-22","na"
"na","PT9112","BERRY TREE PRESCHOOL@SEMBAWANG PRIVATE LIMITED","PT","Private Operators","CC","65554740","yywp5656@gmail.com","511,CANBERRA ROAD,#03-02,SEMBAWANG MART,750511","750511","na","na","Immediate","Immediate","Immediate","Immediate","Immediate","Halal Food With No Beef (with Certification from MUIS)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-06-22","na"
"na","PT9514","AGAPE LITTLE UNI. @ GAMBAS PTE LTD","PT","Private Operators","CC","63530115","GAMBAS@AGAPELITTLEUNI.COM","2,GAMBAS CRESCENT,#01-15,NORDCOM TWO,757044","757044","www.agapelittleuni.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","na","Partner Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","PT9699","LeClare @ Shenton Pte. Ltd.","PT","Private Operators","CC","97666834","clarissa@leclare.edu.sg","7,SHENTON WAY,#01-02,SINGAPORE CONFERENCE HALL,068810","068810","http://www.leclare.edu.sg","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","Immediate","More than 1 Year","No Pork No Lard with Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-06-22","na"
"na","PT8516","LEARNING VISION @ WORK PTE. LTD.","PT","Private Operators","CC","62210896","GuiPingToh@learningvision.com","137,CECIL STREET,#3-01,HENGDA BUILDING,069537","069537","www.learningvision.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:30-19:30","07:30-14:30","na","No","No","Yes","Yes","2020-06-22","na"
"na","PT8709","GENIUS HIVE PRE-SCHOOL PTE. LTD.","PT","Private Operators","CC","82220790","admin@geniushive.edu.sg","105,CECIL STREET,#02-02,THE OCTAGON,069534","069534","https://www.facebook.com/geniushivepreschool/","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","No","Yes","Yes","2020-06-22","na"
"na","PT6620","CITIKIDS ACADEMY PTE LTD","PT","Private Operators","CC","62209282","info.academy@citikids.com.sg","105,Amoy Street,069925","069925","www.citikids.com.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-20:00","na","na","No","No","Yes","No","2020-06-22","na"
"na","RC0750","PPIS CHILD DEVELOPMENT CENTRE - PASIR RIS1","RC","Not-for-Profit Organisation","CC","65815754","nooraidah.mdnoordin@ppis.sg","557,PASIR RIS ST 51,#01-201,510557","510557","http://www.ppis.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Malay","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","Yes","Yes","Yes","2020-06-19","na"
"na","PT0215","ROSYTH CHILD CARE CENTRE","PT","Private Operators","CC","62814572","rosythccc@hotmail.com","31,GRACE PARK,557783","557783","www.rosythccc.com","Immediate","Immediate","Immediate","Immediate","Immediate","Immediate","Others","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-06-16","na"
"TP0090","YM0168","MY WORLD PRESCHOOL LTD.","YM","MY World Preschool Ltd","CC","66552362","CCWTY.SUNDEW@MYWORLD.ORG.SG","661B,EDGEDALE PLAINS,#01-616,WATERWAY SUNDEW,822661","822661","WWW.MYWORLD.ORG.SG","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-06-15","na"
"na","PT8683","CARPE DIEM JUNIORS PTE. LTD.","PT","Private Operators","CC","62961866","SKHIM@CARPEDIEM.COM.SG","20,KALLANG AVENUE,#03-00,PICO CREATIVE CENTRE,339411","339411","na","Immediate","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","Yes","2020-06-15","na"
